Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Comparison,Original_ID
PRR16,0.14564379130549227,0.48773804833464224,5.954393187957517,0.08191230120998219,0.9347164523624722,,Sarcoidosis_vs_Control,PRR16
PRR18,0.6880958400951529,-1.3928963201125206,3.8921236909334906,-0.3578756562534751,0.7204363692989686,,Sarcoidosis_vs_Control,PRR18
PRR19,0.775694789890526,-1.5636471322035308,3.754479313198446,-0.41647509594917914,0.6770623871631816,,Sarcoidosis_vs_Control,PRR19
PRR22,2.5976524312071136,-3.247769683890921,3.584066325759296,-0.906168968065308,0.36484642533426825,,Sarcoidosis_vs_Control,PRR22
PRR23A,1.4006594009279936,-2.4087432026842026,3.5797036859142244,-0.6728889913884119,0.5010179162814666,,Sarcoidosis_vs_Control,PRR23A
PRR23B,1.369638504043447,-2.342960738811199,3.5678009636245336,-0.6566960328501572,0.5113763858192242,,Sarcoidosis_vs_Control,PRR23B
PRR24,67.15488941364524,-0.650776500605948,0.5655956893315819,-1.1506037137147076,0.24989530448615083,0.4010832073140439,Sarcoidosis_vs_Control,PRR24
PRR25,0.0,,,,,,Sarcoidosis_vs_Control,PRR25
PRR3,57.75147979502716,0.4703051994432481,0.31114430407418775,1.5115340158408004,0.1306524487923296,0.25353358122190417,Sarcoidosis_vs_Control,PRR3
PRR4,5.145316208461226,0.7697808877140329,1.0107683136475079,0.7615799558814462,0.44631074161845485,,Sarcoidosis_vs_Control,PRR4
PRR5L,143.1034174295021,0.7602035545417888,0.37549643562713797,2.0245293494520915,0.04291571530856345,0.1117749410251648,Sarcoidosis_vs_Control,PRR5L
PRR9,0.14564379130549227,0.48773804833464224,5.954393187957517,0.08191230120998219,0.9347164523624722,,Sarcoidosis_vs_Control,PRR9
PRRC1,578.4249238735434,-0.20850664852899772,0.23332183563649947,-0.893643957326985,0.37151241938779545,0.5259593489681574,Sarcoidosis_vs_Control,PRRC1
PRRC2A,417.2648537545115,-0.5443888614166719,0.37864363850044896,-1.4377340751653125,0.15050952084631386,0.2813765272131817,Sarcoidosis_vs_Control,PRRC2A
PRRC2B,433.241492353975,0.35718441905056153,0.29472508872993874,1.2119240360221089,0.22554146038078227,0.3738899509934681,Sarcoidosis_vs_Control,PRRC2B
PRRC2C,1770.8531887688664,-0.5836058628797821,0.13027724503055002,-4.4797221705365855,7.47402594476912e-06,9.972435563186031e-05,Sarcoidosis_vs_Control,PRRC2C
PRRG1,1.1927511955519967,0.5373694644308299,1.946012634684968,0.2761387335585426,0.7824415117164889,,Sarcoidosis_vs_Control,PRRG1
PRRG2,1.9636360079232844,-2.8807683067393324,3.5212329345351567,-0.8181135302029166,0.4132923637150594,,Sarcoidosis_vs_Control,PRRG2
PRRG3,0.09300139829874716,0.48773804833464224,5.954393187957517,0.08191230120998219,0.9347164523624722,,Sarcoidosis_vs_Control,PRRG3
PRRG4,84.61559533537111,-0.5261300078347255,0.6340502682755924,-0.8297922643667127,0.4066562452159088,0.5593877280035557,Sarcoidosis_vs_Control,PRRG4
PRRT1,4.477208551052663,-4.009452621934097,3.4875918049909393,-1.1496335712787102,0.2502948250013417,,Sarcoidosis_vs_Control,PRRT1
PRRT2,0.6281027141378914,-1.0803636824319287,3.9254500787599986,-0.27522033416693004,0.7831469655811308,,Sarcoidosis_vs_Control,PRRT2
PRRT3,6.960230340891111,-2.2022447747866494,1.6183356333693861,-1.3608084314386382,0.1735742367177463,,Sarcoidosis_vs_Control,PRRT3
PRRT4,1.8570646745830133,-0.21851301994354794,1.996436443080657,-0.10945152834736142,0.912844365488581,,Sarcoidosis_vs_Control,PRRT4
PRRX1,0.0,,,,,,Sarcoidosis_vs_Control,PRRX1
PRRX2,0.0,,,,,,Sarcoidosis_vs_Control,PRRX2
PRSS1,0.14564379130549227,0.48773804833464224,5.954393187957517,0.08191230120998219,0.9347164523624722,,Sarcoidosis_vs_Control,PRSS1
PRSS12,0.24367658837489442,2.930412018434245,4.534454452965935,0.6462545933210324,0.51811448894384,,Sarcoidosis_vs_Control,PRSS12
PRSS16,2.985289951743545,0.15166115154166165,1.287930986546401,0.11775565082748918,0.9062612704902643,,Sarcoidosis_vs_Control,PRSS16
